﻿Assessment Instrument,Assessment Instrument Version,Item ID,Question Text,Section Name,Skip Pattern Trigger,Lookback Period,Item Uses,Item Subsets,Assessment Response Codes,Response Text,Copyright Indicator
OASIS,E-012023,M1400,When is the patient dyspneic or noticeably Short of Breath?,Section J. Health Conditions,N,0,HH PPS Grouper|QM,DC|ROC|SOC,00|01|02|03|04,"{Patient/Resident/Person} is not short of breath|When walking more than 20 feet, climbing stairs|With moderate exertion (for example, while dressing, using commode or bedpan, walking distances less than 20 feet)|With minimal exertion (for example, while eating, talking, or performing other ADLs) or with agitation|At rest (during day or night)",N
OASIS,E-012023,M1600,Has this patient been treated for a Urinary Tract Infection in the past 14 days?,Section H. Bladder and Bowel,N,14,QM,DC|ROC|SOC,00|01|NA|UK,No|Yes|{Patient/Resident/Person} on prophylactic treatment|Unknown,N
OASIS,E-012023,M1610,Urinary Incontinence or Urinary Catheter Presence,Section H. Bladder and Bowel,N,0,HH PPS Grouper|QM,ROC|SOC,00|01|02,"No incontinence or catheter (includes anuria or ostomy for urinary drainage)|{Patient/Resident/Person} is incontinent|{Patient/Resident/Person} requires a urinary catheter (specifically: external, indwelling, intermittent, or suprapubic)",N
OASIS,E-012023,M1620,Bowel Incontinence Frequency,Section H. Bladder and Bowel,N,0,HH PPS Grouper|QM,DC|ROC|SOC,00|01|02|03|04|05|NA|UK,Very rarely or never has bowel incontinence|Less than once weekly|One to three times weekly|Four to six times weekly|On a daily basis|More often than once daily|{Patient/Resident/Person} has ostomy for bowel elimination|Unknown,N
OASIS,E-012023,M1630,Ostomy for Bowel Elimination. Does this patient have an ostomy for bowel elimination that (within the last 14 days): a) was related to an inpatient facility stay; or b) necessitated a change in medical or treatment regimen?,Section H. Bladder and Bowel,N,14,HH PPS Grouper|QM,ROC|SOC,00|01|02,{Patient/Resident/Person} does not have an ostomy for bowel elimination.|{Patient's/Resident's} ostomy was not related to an inpatient stay and did not necessitate change in medical or treatment regimen.|The ostomy was related to an inpatient stay or did necessitate change in medical or treatment regimen.,N
OASIS,E-012023,M1700,"Cognitive Functioning: Patient's current (day of assessment) level of alertness, orientation, comprehension, concentration, and immediate memory for simple commands.",Section C. Cognitive Patterns ,N,0,QM,DC|ROC|SOC,00|01|02|03|04,"Alert/oriented, able to focus and shift attention, comprehends and recalls task directions independently.|Requires prompting (cueing, repetition, reminders) only under stressful or unfamiliar conditions.|Requires assistance and some direction in specific situations (for example, on all tasks involving shifting of attention) or consistently requires low stimulus environment due to distractibility.|Requires considerable assistance in routine situations.  Is not alert and oriented or is unable to shift attention and recall directions more than half the time.|Totally dependent due to disturbances such as constant disorientation, coma, persistent vegetative state, or delirium.",N
OASIS,E-012023,M1710,When Confused. Reported or Observed Within the Last 14 Days.,Section C. Cognitive Patterns ,N,14,QM,DC|ROC|SOC,00|01|02|03|04|NA,"Never|In new or complex situations only|On awakening or at night only|During the day and evening, but not constantly|Constantly|{Patient/Resident/Person} nonresponsive",N
OASIS,E-012023,M1720,When Anxious. Reported or Observed Within the Last 14 Days.,Section C. Cognitive Patterns ,N,14,QM,DC|ROC|SOC,00|01|02|03|NA,"None of the time|Less often than daily|Daily, but not constantly|All of the time|{Patient/Resident/Person} nonresponsive",N
OASIS,E-012023,M1740,"Cognitive, Behavioral, and Psychiatric symptoms that are demonstrated at least once a week (Reported or Observed). Check all that apply",Section E. Behavior ,N,0,QM,DC|ROC|SOC,1|2|3|4|5|6|7,"Memory deficit: failure to recognize familiar persons/places, inability to recall events of past 24 hours, significant memory loss so that supervision is required|Impaired decision-making: failure to perform usual ADLs or IADLs, inability to appropriately stop activities, jeopardizes safety through actions|Verbal disruption: yelling, threatening, excessive profanity, sexual references, etc.|Physical aggression: aggressive or combative to self and others (for example, hits self, throws objects, punches, dangerous maneuvers with wheelchair or other objects)|Disruptive, infantile, or socially inappropriate behavior (excludes verbal actions)|Delusional, hallucinatory, or paranoid behavior|None of the above behaviors demonstrated",N
OASIS,E-012023,M1745,"Frequency of Disruptive Behavior Symptoms (Reported or Observed). Any physical, verbal, or other disruptive/dangerous symptoms that are injurious to self or others or jeopardize personal safety.",Section E. Behavior ,N,0,QM,DC|ROC|SOC,00|01|02|03|04|05,Never|Less than once a month|Once a month|Several times each month|Several times a week|At least daily,N
OASIS,E-012023,M1800,"Grooming. Current ability to tend safely to personal hygiene needs (specifically: washing face and hands, hair care, shaving or make up, teeth or denture care, or fingernail care).",Section G. Functional Status,N,0,PDGM|QM,DC|FU|ROC|SOC,00|01|02|03,"Able to groom self unaided, with or without the use of assistive devices or adapted methods.|Grooming utensils must be placed within reach before able to complete grooming activities.|Someone must assist the {patient/resident/person} to groom self.|{Patient/Resident/Person} depends entirely upon someone else for grooming needs.",N
OASIS,E-012023,M1810,"Current Ability to Dress Upper Body safely (with or without dressing aids) including undergarments, pullovers, front-opening shirts and blouses, managing zippers, buttons and snaps.",Section G. Functional Status,N,0,HH PPS Grouper|PDGM|QM,DC|FU|ROC|SOC,00|01|02|03,"Able to get clothes out of closets and drawers, put them on and remove them from the upper body without assistance.|Able to dress upper body without assistance if clothing is laid out or handed to the {patient/resident/person}.|Someone must help the {patient/resident/person} put on upper body clothing.|{Patient/Resident/Person} depends entirely upon another person to dress the upper body.",N
OASIS,E-012023,M1820,"Current Ability to Dress Lower Body safely (with or without dressing aids) including undergarments, slacks, socks or nylons, shoes.",Section G. Functional Status,N,0,HH PPS Grouper|PDGM|QM,DC|FU|ROC|SOC,00|01|02|03,"Able to obtain, put on, and remove clothing and shoes without assistance.|Able to dress lower body without assistance if clothing and shoes are laid out or handed to the {patient/resident/person}.|Someone must help the {patient/resident/person} put on undergarments, slacks, socks or nylons, and shoes.|{Patient/Resident/Person} depends entirely upon another person to dress lower body.",N
OASIS,E-012023,M1830,"Bathing. Current ability to wash entire body safely. Excludes grooming (washing face, washing hands, and shampooing hair).",Section G. Functional Status,N,0,HH PPS Grouper|PDGM|QM,DC|FU|ROC|SOC,00|01|02|03|04|05|06,"Able to bathe self in shower or tub independently, including getting in and out of tub/shower.|With the use of devices, is able to bathe self in shower or tub independently, including getting in and out of the tub/shower.|Able to bathe in shower or tub with the intermittent assistance of another person:  (a) for intermittent supervision or encouragement or reminders, OR (b) to get in and out of the shower or tub, OR (c) for washing difficult to reach areas.|Able to participate in bathing self in shower or tub, but requires presence of another person throughout the bath for assistance or supervision.|Unable to use the shower or tub, but able to bathe self independently with or without the use of devices at the sink, in chair, or on commode.|Unable to use the shower or tub, but able to participate in bathing self in bed, at the sink, in bedside chair, or on commode, with the assistance or supervision of another person.|Unable to participate effectively in bathing and is bathed totally by another person.",N
OASIS,E-012023,M1840,Toilet Transferring. Current ability to get to and from the toilet or bedside commode safely and transfer on and off toilet/commode.,Section G. Functional Status,N,0,HH PPS Grouper|PDGM|QM,DC|FU|ROC|SOC,00|01|02|03|04,"Able to get to and from the toilet and transfer independently with or without a device.|When reminded, assisted, or supervised by another person, able to get to and from the toilet and transfer.|Unable to get to and from the toilet but is able to use a bedside commode (with or without assistance).|Unable to get to and from the toilet or bedside commode but is able to use a bedpan/urinal independently.|Is totally dependent in toileting.",N
OASIS,E-012023,M1845,"Toileting Hygiene. Current ability to maintain perineal hygiene safely, adjust clothes and/or incontinence pads before and after using toilet, commode, bedpan, urinal. If managing ostomy, includes cleaning area around stoma, but not managing equipment.",Section G. Functional Status,N,0,QM,DC|ROC|SOC,00|01|02|03,Able to manage toileting hygiene and clothing management without assistance.|Able to manage toileting hygiene and clothing management without assistance if supplies/implements are laid out for the {patient/resident/person}.|Someone must help the {patient/resident/person} to maintain toileting hygiene and/or adjust clothing.|{Patient/Resident/Person} depends entirely upon another person to maintain toileting hygiene.,N
OASIS,E-012023,M1850,"Transferring: Current ability to move safely from bed to chair, or ability to turn and position self in bed if patient is bedfast.",Section G. Functional Status,N,0,HH PPS Grouper|PDGM|QM,DC|FU|ROC|SOC,00|01|02|03|04|05,"Able to independently transfer.|Able to transfer with minimal human assistance or with use of an assistive device.|Able to bear weight and pivot during the transfer process but unable to transfer self.|Unable to transfer self and is unable to bear weight or pivot when transferred by another person.|Bedfast, unable to transfer but is able to turn and position self in bed.|Bedfast, unable to transfer and is unable to turn and position self.",N
OASIS,E-012023,M1860,"Ambulation/Locomotion. Current ability to walk safely, once in a standing position, or use a wheelchair, once in in a seated position, on a variety of surfaces.",Section G. Functional Status,N,0,HH PPS Grouper|PDGM|QM,DC|FU|ROC|SOC,00|01|02|03|04|05|06,"Able to independently walk on even and uneven surfaces and negotiate stairs with or without railings (specifically: needs no human assistance or assistive device).|With the use of a one-handed device (for example, cane, single crutch, hemi-walker), able to independently walk on even and uneven surfaces and negotiate stairs with or without railings.|Requires use of a two-handed device (for example, walker or crutches) to walk alone on a level surface and/or requires human supervision or assistance to negotiate stairs or steps or uneven surfaces.|Able to walk only with the supervision or assistance of another person at all times.|Chairfast, unable to ambulate but is able to wheel self independently.|Chairfast, unable to ambulate and is unable to wheel self.|Bedfast, unable to ambulate or be up in a chair.",N
OASIS,E-012023,M1870,"Feeding or Eating. Current ability to feed self meals and snacks safely. Note: This refers only to the process of eating, chewing, and swallowing, not preparing the food to be eaten.",Section K. Swallowing/Nutritional Status,N,0,QM,DC|ROC|SOC,00|01|02|03|04|05,"Able to independently feed self.|Able to feed self independently but requires: (a) meal set-up; OR (b) intermittent assistance or supervision from another person; OR (c) a liquid, pureed or ground meat diet.|Unable to feed self and must be assisted or supervised throughout the meal/snack.|Able to take in nutrients orally and receives supplemental nutrients though a nasogastric tube or gastrostomy.|Unable to take in nutrients orally and is fed nutrients through a nasogastric tube or gastrostomy.|Unable to take in nutrients orally or by tube feeding.",N
OASIS,E-012023,M2001,Drug Regimen Review. Did a complete drug regimen review identify potential clinically significant medication issues?,Section N. Medications ,Y,0,HH PPS Grouper|QM,ROC|SOC, -|0|1|9,Not assessed/no information|No - No issues found during review|Yes - Issues found during review|Not applicable - {Patient/Resident/Person} is not taking any medications,N
OASIS,E-012023,M2003,Medication Follow-up. Did the agency contact a physician (or physician-designee) by midnight of the next calendar day and complete prescribed/recommended actions in response to the identified potential clinically significant medication issues?,Section N. Medications ,N,0,QM,ROC|SOC,^|-|0|1,Blank (skip pattern)|Not assessed/no information|No|Yes,N
OASIS,E-012023,M2005,Medication Intervention. Did the agency contact and complete physician (or physician-designee) prescribed/recommended actions by midnight of the next calendar day each time potential clinically significant medication issues were identified since the SOC/ROC?,Section N. Medications ,N,0,QM,DAH|DC|TRN, -|0|1|9,Not assessed/no information|No|Yes|Not applicable - There were no potential clinically significant medication issues identified since {admission} or {patient/resident/person} is not taking any medications,N
OASIS,E-012023,M2010,"Patient/Caregiver High-Risk Drug Education: Has the patient/caregiver received instruction on special precautions for all high-risk medications (such as hypoglycemics, anticoagulants, etc.) and how and when to report problems that may occur?",Section N. Medications ,N,0,QM,ROC|SOC,^|00|01|NA,Blank (skip pattern)|No|Yes|{Patient/Resident/Person} not taking any high-risk drugs OR {patient/resident/person}/caregiver fully knowledgeable about special precautions associated with all high-risk medications,N
OASIS,E-012023,M2016,"Patient/Caregiver Drug Education Intervention: At the time of, or at any time since the most recent SOC/ROC assessment, was the patient/caregiver instructed by agency staff or other health care provider to monitor the effectiveness of drug therapy, adverse drug reactions, and significant side effects, and how and when to report problems that may occur?",Section N. Medications ,N,0,QM,DC|TRN,00|01|NA,No|Yes|{Patient/Resident/Person} not taking any drugs,N
OASIS,E-012023,M2020,"Management of Oral Medications: Patient's current ability to prepare and take all oral medications reliably and safely, including administration of the correct dosage at the appropriate times/intervals. Excludes injectable and IV medications. (NOTE: This refers to ability, not compliance or willingness.)",Section N. Medications ,N,0,QM,DC|ROC|SOC,^|00|01|02|03|NA,Blank (skip pattern)|Able to independently take the correct oral medication(s) and proper dosage(s) at the correct times.|Able to take medication(s) at the correct times if:  (a) individual dosages are prepared in advance by another person; OR (b) another person develops a drug diary or chart.|Able to take medication(s) at the correct times if given reminders by another person at the appropriate times|Unable to take medication unless administered by another person.|No oral medications prescribed.,N
OASIS,E-012023,M2030,"Management of Injectable Medications: Patient's current ability to prepare and take all prescribed injectable medications reliably and safely, including administration of correct dosage at the appropriate times/intervals. Excludes IV medications.",Section N. Medications ,N,0,HH PPS Grouper|QM,ROC|SOC,^|00|01|02|03|NA,Blank (skip pattern)|Able to independently take the correct medication(s) and proper dosage(s) at the correct times.|Able to take injectable medication(s) at the correct times if:  (a) individual syringes are prepared in advance by another person; OR (b) another person develops a drug diary or chart.|Able to take medication(s) at the correct times if given reminders by another person based on the frequency of the injection|Unable to take injectable medication unless administered by another person.|No injectable medications prescribed.,N
